game,channel,platform,country,date,installs,cost,ad_revenue,revenue,roas_d0,roas_d1,roas_d3,roas_d7,roas_d14,roas_d30,roas_d60,roas_d90,retention_rate_d1,retention_rate_d2,retention_rate_d3,retention_rate_d7,retention_rate_d14,retention_rate_d30,level_1_events,level_5_events,level_10_events,level_15_events,level_20_events,level_25_events,level_30_events,level_40_events,level_50_events
Brain Tease,Influence Mobile,Android,United States,2025-11-09 00:00:00,50.0,50.0,12.98805572619852,16.23506965774815,0.324701393154963,0.3571715324704593,0.4221118111014519,0.4870520897324445,0.5519923683634371,0.649402786309926,0.8117534828874075,0.974104179464889,0.12,0.08,0.06,0.0,0.0,0.0,23.200000000000003,26.1,29.0,20.299999999999997,17.0,17.4,17.0,18.0,15.0
Brain Tease,Influence Mobile,Android,United States,2025-12-09 00:00:00,69.0,66.0,77.29348823298396,96.61686029122994,1.463891822594393,1.6102810048538325,1.9030593693727111,2.1958377338915898,2.488616098410468,2.927783645188786,3.6597295564859826,4.3916754677831795,0.26,0.1,0.0,0.0,0.0,0.0,30.400000000000002,34.2,38.0,26.599999999999998,20.0,22.8,18.0,15.0,15.0
Brain Tease,Influence Mobile,Android,United States,1970-01-01 00:00:00,86.0,86.0,89.36646442448283,111.70808053060352,1.298931168960506,1.4288242858565567,1.688610519648658,1.9483967534407591,2.20818298723286,2.597862337921012,3.247327922401265,3.8967935068815183,0.1,0.0,0.0,0.0,0.0,0.0,37.6,42.300000000000004,47.0,32.9,29.0,28.2,28.0,21.0,20.0
Brain Tease,Influence Mobile,Android,United States,1970-01-01 00:00:00,72.0,72.0,31.956879330082444,39.946099162603055,0.5548069328139313,0.6102876260953245,0.7212490126581108,0.832210399220897,0.9431717857836832,1.1096138656278627,1.3870173320348282,1.664420798441794,0.0,0.0,0.0,0.0,0.0,0.0,38.400000000000006,43.2,48.0,33.599999999999994,25.0,28.799999999999997,22.0,24.0,18.0
,,,,,,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
,,,,,,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
,,,,,,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
,,,,,,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
,,,,,,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
,,,,,,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
,,,,,,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
,,,,,,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
,,,,,,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
,,,,,,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
,,,,,,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
,,,,,,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
,,,,,,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
